ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BMI
64298,Nenad Krsti,M,21,214,108,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,,23.582845663376713
64372,Matev Krumpetar,M,18,,,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,,
64372,Matev Krumpetar,M,18,,,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Team,,
64379,Aleksandra Kruni,F,23,167,53,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,,19.003908350962746
64379,Aleksandra Kruni,F,23,167,53,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,,19.003908350962746
64383,Edin Krupalija,M,21,190,94,Bosnia and Herzegovina,BIH,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,,26.038781163434905
64467,Ognjen Kri,M,27,192,92,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Silver,24.95659722222222
64467,Ognjen Kri,M,31,192,92,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,,24.95659722222222
64468,Zvonimir Krznari,M,20,182,80,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",,24.151672503320853
64468,Zvonimir Krznari,M,20,182,80,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",,24.151672503320853
64559,Marina Ku,F,19,177,67,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,,21.38593635289987
64559,Marina Ku,F,19,177,67,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,,21.38593635289987
64559,Marina Ku,F,23,177,67,Montenegro,MNE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,,21.38593635289987
64784,Toni Kuko,M,23,207,87,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver,20.303857732969266
64784,Toni Kuko,M,27,207,87,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,,20.303857732969266
64785,Aleksandar Kukolj,M,24,194,94,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,,24.97608672547561
64846,Nikola Kuljaa,M,26,197,94,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze,24.221185807415804
64953,Aljoa Kunac,M,27,197,100,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,,25.76721894405937
64959,Mitja Kunc,M,20,176,83,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,,26.794938016528928
64959,Mitja Kunc,M,20,176,83,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,26.794938016528928
64959,Mitja Kunc,M,22,176,83,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,,26.794938016528928
64959,Mitja Kunc,M,22,176,83,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,26.794938016528928
64959,Mitja Kunc,M,22,176,83,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,,26.794938016528928
64959,Mitja Kunc,M,22,176,83,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Combined,,26.794938016528928
64959,Mitja Kunc,M,26,176,83,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,26.794938016528928
64959,Mitja Kunc,M,30,176,83,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,26.794938016528928
64959,Mitja Kunc,M,30,176,83,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,,26.794938016528928
65118,Ivan Kuret,M,24,185,73,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,,21.32943754565376
65119,Karlo Kuret,M,22,186,100,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,,28.905075731298414
65119,Karlo Kuret,M,26,186,100,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's One Person Dinghy,,28.905075731298414
65119,Karlo Kuret,M,30,186,100,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,,28.905075731298414
65119,Karlo Kuret,M,34,186,100,Croatia,CRO,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,,28.905075731298414
65218,Davor Kus,M,30,191,91,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,,24.94449165318933
65267,Ante Kuurin,M,25,188,94,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,,26.595744680851066
65344,Branka Kuzeljevi,F,16,168,55,Serbia and Montenegro,SCG,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,,19.48696145124717
65449,Matija Kvasina,M,26,180,72,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",,22.22222222222222
65449,Matija Kvasina,M,26,180,72,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Individual Time Trial,,22.22222222222222
65449,Matija Kvasina,M,34,180,72,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",,22.22222222222222
65454,Dijana Kvesi,F,19,,,Bosnia and Herzegovina,BIH,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,,
65714,Nataa Laen,F,26,,,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,,
65714,Nataa Laen,F,26,,,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,,
65714,Nataa Laen,F,26,,,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,,
65714,Nataa Laen,F,30,,,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's Sprint,,
65714,Nataa Laen,F,30,,,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,
65714,Nataa Laen,F,30,,,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,,
65714,Nataa Laen,F,30,,,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,,
65714,Nataa Laen,F,30,,,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,,
65747,Blaenko Lackovi,M,23,196,99,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold,25.770512286547273
65747,Blaenko Lackovi,M,27,196,99,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,,25.770512286547273
65747,Blaenko Lackovi,M,31,196,99,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,25.770512286547273
65987,Igor Laikert,M,22,186,87,Bosnia and Herzegovina,BIH,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,,25.14741588622962
65987,Igor Laikert,M,22,186,87,Bosnia and Herzegovina,BIH,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,,25.14741588622962
65987,Igor Laikert,M,22,186,87,Bosnia and Herzegovina,BIH,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,25.14741588622962
65987,Igor Laikert,M,22,186,87,Bosnia and Herzegovina,BIH,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,,25.14741588622962
65987,Igor Laikert,M,22,186,87,Bosnia and Herzegovina,BIH,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,,25.14741588622962
66465,Brigita Langerholc,F,24,171,58,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 800 metres,,19.835162956123252
66465,Brigita Langerholc,F,24,171,58,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,,19.835162956123252
66465,Brigita Langerholc,F,32,171,58,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 800 metres,,19.835162956123252
66601,Beno Lapajne,M,27,200,97,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,24.25
66601,Beno Lapajne,M,31,200,97,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,,24.25
66602,Ivan Lapevi,M,24,200,100,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,25
66720,Lucija Larisi,F,22,159,57,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,,22.54657648036074
66720,Lucija Larisi,F,22,159,57,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,,22.54657648036074
66720,Lucija Larisi,F,22,159,57,Slovenia,SLO,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,,22.54657648036074
66720,Lucija Larisi,F,26,159,57,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,,22.54657648036074
66720,Lucija Larisi,F,26,159,57,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,,22.54657648036074
66720,Lucija Larisi,F,26,159,57,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,,22.54657648036074
66720,Lucija Larisi,F,26,159,57,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,,22.54657648036074
66927,Brent Michael William Larue,M,25,193,85,Slovenia,SLO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,,22.819404547773097
67275,Katarina Lavtar,F,25,163,63,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,23.711844630960897
67410,Branko Lazarevi,M,20,185,77,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,,22.498173849525198
67441,Suzana Lazovi,F,20,178,72,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver,22.724403484408533
67441,Suzana Lazovi,F,24,178,72,Montenegro,MNE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,,22.724403484408533
68572,Botjan Lekan,M,26,188,78,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,,22.068809416025353
68572,Botjan Lekan,M,26,188,78,Slovenia,SLO,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,,22.068809416025353
68572,Botjan Lekan,M,28,188,78,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 20 kilometres,,22.068809416025353
68572,Botjan Lekan,M,28,188,78,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,22.068809416025353
68585,Ana Lelas,F,29,183,72,Croatia,CRO,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,,21.49959688255845
68757,Ivan Lener,M,18,186,83,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,,23.991212856977683
68757,Ivan Lener,M,21,186,83,Serbia,SRB,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,23.991212856977683
68757,Ivan Lener,M,21,186,83,Serbia,SRB,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,,23.991212856977683
68949,Filip Leak,M,31,180,78,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Middleweight,,24.074074074074073
68971,Urban Lesjak,M,25,187,103,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,,29.45465984157396
69037,Nataa Leto (-Osmokrovi),F,24,183,66,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,,19.70796380901191
69836,Jani Likave,M,32,190,90,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,24.930747922437675
70403,Andra Lipolt,M,26,191,95,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,,26.040952824758094
70770,Nikica Ljubek,M,19,185,88,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",,25.712198685171657
70770,Nikica Ljubek,M,19,185,88,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",,25.712198685171657
70772,Ivan Ljubii,M,21,193,84,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,,22.550940964858118
70772,Ivan Ljubii,M,25,193,84,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,,22.550940964858118
70772,Ivan Ljubii,M,25,193,84,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze,22.550940964858118
70991,Thomas Ldler,M,24,185,88,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,,25.712198685171657
70991,Thomas Ldler,M,24,185,88,Croatia,CRO,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Slalom,,25.712198685171657
71042,Eva Logar,F,22,172,57,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",,19.2671714440238
71105,Tatjana Lojanica,F,19,177,65,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,,20.747550193111813
71123,Jelena Lolovi,F,20,167,59,Serbia and Montenegro,SCG,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,21.15529420201513
71123,Jelena Lolovi,F,20,167,59,Serbia and Montenegro,SCG,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,,21.15529420201513
71123,Jelena Lolovi,F,24,167,59,Serbia and Montenegro,SCG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,,21.15529420201513
71123,Jelena Lolovi,F,24,167,59,Serbia and Montenegro,SCG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,21.15529420201513
71123,Jelena Lolovi,F,24,167,59,Serbia and Montenegro,SCG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,,21.15529420201513
71123,Jelena Lolovi,F,24,167,59,Serbia and Montenegro,SCG,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,,21.15529420201513
71123,Jelena Lolovi,F,28,167,59,Serbia,SRB,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Super G,,21.15529420201513
71123,Jelena Lolovi,F,28,167,59,Serbia,SRB,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,21.15529420201513
71123,Jelena Lolovi,F,28,167,59,Serbia,SRB,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,,21.15529420201513
71160,Marko Lomi,M,20,188,80,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,,22.634676324128566
71163,Nedad Lomigora,M,22,,,Bosnia and Herzegovina,BIH,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,,
71175,Alen Lonar,M,22,184,86,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,,25.401701323251416
71175,Alen Lonar,M,22,184,86,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,25.401701323251416
71175,Alen Lonar,M,26,184,86,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,,25.401701323251416
71177,Kreimir Lonar,M,25,210,111,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,,25.170068027210885
71178,Luka Lonar,M,29,195,106,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver,27.87639710716634
71179,Nenad Lonar,M,23,193,84,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,22.550940964858118
71180,Nikola Lonar,M,24,200,98,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver,24.5
71601,Venio Losert,M,19,191,93,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Gold,25.492722238973712
71601,Venio Losert,M,28,191,93,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold,25.492722238973712
71601,Venio Losert,M,32,191,93,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,,25.492722238973712
71601,Venio Losert,M,36,191,93,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze,25.492722238973712
71766,Goran Lovre,M,22,190,82,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,,22.714681440443215
71768,Boris Lovri,M,26,185,96,Croatia,CRO,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,,28.04967129291453
71769,Ivana Lovri,F,27,173,70,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,,23.38868655818771
71773,Dan Lovrovi,M,27,188,95,Croatia,CRO,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,,26.87867813490267
71774,Marin Lovrovi,M,35,186,100,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,,28.905075731298414
71774,Marin Lovrovi,M,39,186,100,Croatia,CRO,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,,28.905075731298414
71954,Zoran Lubej,M,24,193,93,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,,24.967113211092915
72203,Dragan Lukovski,M,25,184,78,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,,23.03875236294896
72433,Ilija Lupulesku,M,28,177,79,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Singles,,25.2162533116282
72433,Ilija Lupulesku,M,28,177,79,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,,25.2162533116282
72433,Ilija Lupulesku,M,32,177,79,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,,25.2162533116282
72470,Karin Luni,F,21,,,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,,
72830,Marko Macan,M,23,196,109,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver,28.373594335693465
72835,Veronika Macarol,F,29,178,68,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,,21.461936624163616
72902,Botjan Maek,M,40,174,118,Slovenia,SLO,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,,38.97476549081781
72902,Botjan Maek,M,44,174,118,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,,38.97476549081781
73146,Meta Maus,F,25,168,62,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,,21.9671201814059
73147,Milan Mavan,M,26,205,107,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver,25.46103509815586
73733,Igor Majcen,M,22,190,84,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",,23.26869806094183
73733,Igor Majcen,M,26,190,84,Slovenia,SLO,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",,23.26869806094183
73734,Nae Majen,M,24,,,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,,
73734,Nae Majen,M,24,,,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,,
73742,Petra Majdi,F,22,176,65,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,20.983987603305785
73742,Petra Majdi,F,22,176,65,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,,20.983987603305785
73742,Petra Majdi,F,22,176,65,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,,20.983987603305785
73742,Petra Majdi,F,22,176,65,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,,20.983987603305785
73742,Petra Majdi,F,26,176,65,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,,20.983987603305785
73742,Petra Majdi,F,26,176,65,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,20.983987603305785
73742,Petra Majdi,F,26,176,65,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,,20.983987603305785
73742,Petra Majdi,F,26,176,65,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,,20.983987603305785
73742,Petra Majdi,F,30,176,65,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze,20.983987603305785
73769,Iva Majoli (-Mari),F,18,176,60,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,,19.369834710743802
73769,Iva Majoli (-Mari),F,18,176,60,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Doubles,,19.369834710743802
73769,Iva Majoli (-Mari),F,23,176,60,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,,19.369834710743802
73769,Iva Majoli (-Mari),F,23,176,60,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,,19.369834710743802
73774,Renata Major-Kubik,F,29,170,72,Serbia,SRB,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",,24.913494809688583
73797,Morena Makar,F,29,158,49,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,,19.62826470116968
73928,Aleksandar Maksimovi,M,24,180,66,Serbia,SRB,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",,20.37037037037037
73929,Goran Maksimovi,M,32,168,63,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",,22.321428571428577
73929,Goran Maksimovi,M,32,168,63,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,22.321428571428577
73929,Goran Maksimovi,M,32,168,63,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,22.321428571428577
73929,Goran Maksimovi,M,37,168,63,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,22.321428571428577
73930,Ivana Maksimovi-Anui,F,22,161,51,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",,19.675166853130666
73930,Ivana Maksimovi-Anui,F,22,161,51,Serbia,SRB,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,19.675166853130666
73930,Ivana Maksimovi-Anui,F,26,161,51,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",,19.675166853130666
73930,Ivana Maksimovi-Anui,F,26,161,51,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",,19.675166853130666
73949,Sanja Malagurski,F,18,191,77,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,,21.106877552698666
74007,Vedrana Malec,F,23,171,61,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,,20.86111966075032
74007,Vedrana Malec,F,23,171,61,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,20.86111966075032
74007,Vedrana Malec,F,23,171,61,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,,20.86111966075032
74007,Vedrana Malec,F,23,171,61,Croatia,CRO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,,20.86111966075032
74022,Mladenka  Malenia (-Vidovic),F,24,169,57,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Rifle, 10 metres",,19.95728440880922
